ФИО,Приказ,E-mail,Телефон,"Форма обучения","Баллы ЕГЭ",Статус,Курс
"Емельянова Клавдия Мстиславовна","от 27.6.2017 № 2701-к",cyimouhju@orc.ru,9160555575,внебюджет,207,Выпустился,5
"Ефремова Ольга Созоновна","от 26.7.2016 № 2500-к",ciaschosoosh@exn.ru,9179240916,бюджет,230,Выпустился,5
"Борисов Анатолий Макарович","от 23.7.2016 № 2501-к",vyenjo@land.ru,9301322980,бюджет,160,Выпустился,5
"Дементьев Агафон Антонинович","от 9.2.2016 № 2500-к",fyevyo@yahoo.com,9119356094,бюджет,214,Выпустился,5
"Орлова Агата Макаровна","от 11.12.2016 № 2538-к",schokysek@inbox.ru,9045904170,бюджет,244,Отчислен,4
"Веселова Марина Артёмовна","от 29.1.2016 № 2500-к",maepoo@yahoo.com,9081341173,внебюджет,196,Переведён,2
"Некрасов Ким Глебович","от 15.4.2016 № 2538-к",chaenodio@yandex.ru,9815007136,бюджет,224,Отчислен,2
"Галкин Алексей Иванович","от 13.11.2016 № 2501-к",fiapyukye@hob.ru,9147159621,бюджет,219,Выпустился,5
"Кабанов Максим Иринеевич","от 4.12.2017 № 2701-к",pysoon@rumail.ru,9667894322,бюджет,238,Выпустился,5
"Елисеев Даниил Ярославович","от 6.10.2017 № 2501-к",hiezyi@rol.ru,9644007272,внебюджет,164,Переведён,4
"Рябова Екатерина Валерьевна","от 29.10.2016 № 2701-к",gjilyjyu@chat.ru,9149402488,бюджет,167,Зачислен,1
"Доронин Максим Кондратович","от 9.5.2017 № 2500-к",daekohjosch@narod.ru,9243714826,бюджет,224,Зачислен,1
"Владимиров Юлиан Агафонович","от 21.9.2017 № 2501-к",caegu@softhome.com,9199351136,бюджет,229,Переведён,3
"Шестаков Игорь Игоревич","от 19.1.2017 № 2500-к",chjucoug@rambler.ru,9133927003,внебюджет,240,Зачислен,1
"Трофимов Николай Иринеевич","от 18.3.2016 № 2701-к",njimje@hob.ru,9036333233,внебюджет,212,Выпустился,5
"Орлова Евпраксия Святославовна","от 11.7.2016 № 2500-к",chioryo@netbox.com,9516222978,бюджет,172,Отчислен,2
"Егоров Еремей Кимович","от 12.2.2017 № 2701-к",quiexisyo@lycos.com,9288096706,бюджет,194,Переведён,4
"Юдина Лидия Павловна","от 7.3.2017 № 2701-к",schyathyi@nihuja.net,9187040548,бюджет,155,Переведён,3
"Кулагин Ростислав Святославович","от 9.2.2016 № 2501-к",viaj@nettaxi.com,9506772633,внебюджет,221,Зачислен,1
"Пономарёв Андрей Егорович","от 28.9.2017 № 2538-к",lexad@max.ru,9780517579,внебюджет,197,Отчислен,3
"Пономарёв Еремей Мартынович","от 8.4.2016 № 2701-к",sjagyuzhy@sexnarod.ru,9102898302,внебюджет,192,Зачислен,1
"Исаков Всеволод Денисович","от 21.1.2016 № 2500-к",raery_2002@xaker.ru,9268200994,внебюджет,178,Переведён,4
"Силина Ольга Григорьевна","от 24.4.2016 № 2538-к",keshiuzhio@lycos.com,9213908252,бюджет,203,Выпустился,5
"Попов Евгений Антонович","от 24.1.2016 № 2701-к",niqu@langoo.com,9266722096,бюджет,184,Отчислен,2
"Лукина Жанна Юлиановна","от 5.11.2016 № 2701-к",mjoqu@chat.ru,9188626731,бюджет,215,Переведён,3
"Голубева Надежда Антоновна","от 3.6.2016 № 2501-к",quyjiazye@netaddress.com,9622140205,внебюджет,232,Зачислен,1
"Уваров Варлам Семёнович","от 29.6.2017 № 2538-к",sjul@nettaxi.com,9841307067,внебюджет,165,Выпустился,5
"Горбунова Клавдия Александровна","от 21.12.2017 № 2701-к",njesiag@hotbox.ru,9025762208,внебюджет,240,Выпустился,5
"Панов Ростислав Христофорович","от 8.12.2017 № 2501-к",quielouxaen@hotbox.com,9066962654,внебюджет,158,Зачислен,1
"Дорофеева Анжелика Денисовна","от 6.7.2016 № 2701-к",sjoljush@hotbox.com,9041301037,внебюджет,249,Выпустился,5
"Кононова Майя Аркадьевна","от 29.2.2016 № 2501-к",kiuchaequju@rin.ru,9525575502,бюджет,184,Выпустился,5
"Колесников Денис Пантелеймонович","от 19.5.2016 № 2500-к",tythysch@mnogo.ru,9649972430,бюджет,191,Отчислен,2
"Авдеев Гордей Альвианович","от 10.10.2017 № 2501-к",kyofejiav@infobiz.com,9186922851,бюджет,165,Переведён,3
"Поляков Денис Романович","от 19.5.2017 № 2501-к",thyvaenye@hotbox.ru,9266515509,бюджет,188,Выпустился,5
"Александрова Кира Юрьевна","от 26.10.2017 № 2501-к",viafiuv@mail.ru,9069833551,внебюджет,187,Отчислен,3
"Антонова Надежда Васильевна","от 1.9.2017 № 2701-к",puku_1988@rambler.ru,9884144732,внебюджет,193,Выпустился,5
"Аксёнова Елизавета Семёновна","от 27.7.2017 № 2701-к",tiavyth@hob.ru,9370942263,внебюджет,156,Выпустился,5
"Николаев Вячеслав Авксентьевич","от 11.3.2016 № 2701-к",vodyes@softhome.com,9606024708,внебюджет,182,Отчислен,4
"Антонова Анжелика Фроловна","от 26.3.2017 № 2701-к",thiashian@yahoo.com,9252216733,внебюджет,197,Выпустился,5
"Николаева Пелагея Ярославовна","от 18.5.2017 № 2538-к",choojidiu@google.com,9270629964,бюджет,154,Выпустился,5
"Муравьёва Варвара Викторовна","от 11.7.2017 № 2501-к",xaetyra@umr.ru,9291657995,бюджет,174,Переведён,3
"Зыков Анатолий Христофорович","от 20.4.2017 № 2501-к",ryuxia@yandex.ru,9160022630,бюджет,172,Переведён,3
"Дроздова Нинель Леонидовна","от 17.11.2017 № 2501-к",shuhiu@rambler.ru,9515080419,бюджет,241,Переведён,2
"Прохоров Борис Викторович","от 21.2.2016 № 2501-к",tyazyu@xaker.ru,9516689831,бюджет,154,Зачислен,1
"Зуев Ростислав Егорович","от 18.2.2016 № 2501-к",moushjof@usa.net,9885560612,внебюджет,207,Зачислен,1
"Исакова Зоя Пётровна","от 2.9.2016 № 2500-к",byatilu@netaddress.com,9873917434,внебюджет,249,Отчислен,4
"Нестеров Всеволод Эдуардович","от 20.7.2016 № 2501-к",quoudjecje@aol.com,9171825872,внебюджет,249,Переведён,2
"Мартынов Пантелеймон Кондратович","от 16.10.2016 № 2501-к",geesh@land.ru,9835867536,внебюджет,211,Зачислен,1
"Лукина Екатерина Макаровна","от 2.8.2016 № 2500-к",nypequ@hotbox.com,9053230049,бюджет,230,Отчислен,2
"Суворова Фаина Якововна","от 18.10.2017 № 2538-к",shiazhechiu@orc.ru,9372678589,внебюджет,212,Отчислен,4
"Суворова Валентина Алексеевна","от 2.4.2016 № 2701-к",hjalivyi@google.com,9065203865,внебюджет,191,Переведён,4
"Владимиров Степан Кондратович","от 5.9.2017 № 2701-к",cjifuk_1988@netaddress.com,9136706242,внебюджет,246,Переведён,4
"Харитонов Андрей Тихонович","от 10.7.2017 № 2701-к",saeche@xaker.ru,9124835609,внебюджет,189,Переведён,2
"Осипова Екатерина Данииловна","от 5.12.2017 № 2500-к",quirjop@sexnarod.ru,9524472779,внебюджет,165,Переведён,3
"Галкин Всеволод Владиславович","от 4.6.2016 № 2538-к",xyizhezhub@adelite.com,9114073881,бюджет,192,Отчислен,2
"Иванова Агафья Егоровна","от 21.7.2017 № 2538-к",cham_1981@rin.ru,9643077611,бюджет,249,Отчислен,4
"Мамонтов Евгений Альвианович","от 9.11.2017 № 2501-к",fyilyugjan@netaddress.com,9217816872,внебюджет,158,Зачислен,1
"Терентьева Зинаида Эдуардовна","от 29.11.2016 № 2701-к",pechyogum@adelite.com,9625006081,бюджет,215,Переведён,2
"Матвеев Игорь Андреевич","от 10.5.2017 № 2501-к",rothiaz@hob.ru,9519452870,бюджет,162,Выпустился,5
"Самсонова Зоя Игнатьевна","от 20.10.2016 № 2500-к",thioxaejoux@yandex.ru,9060457063,бюджет,218,Выпустился,5
"Беспалов Дамир Лукьевич","от 10.8.2016 № 2538-к",schoch@hotbox.ru,9186368302,бюджет,175,Отчислен,4
"Субботина Таисия Игоревна","от 17.3.2016 № 2538-к",jioljitye@land.ru,9823345186,бюджет,176,Выпустился,5
"Селезнёва Ангелина Сергеевна","от 11.2.2016 № 2538-к",biaxjasyaqu@umr.ru,9260951986,внебюджет,210,Зачислен,1
"Блинова Оксана Богдановна","от 28.2.2017 № 2501-к",hathyokie@lycos.com,9190023020,бюджет,231,Переведён,3
"Вишняков Пантелеймон Романович","от 4.10.2016 № 2500-к",zuthuchioh@inbox.ru,9134398305,бюджет,214,Переведён,4
"Михайлов Пётр Русланович","от 13.5.2016 № 2701-к",schjanyed@email.ru,9672317796,внебюджет,191,Отчислен,2
"Воронцов Гордей Ефимович","от 18.8.2017 № 2500-к",zhoxoo@hob.ru,9024792885,внебюджет,190,Отчислен,3
"Лапина Светлана Мстиславовна","от 2.3.2017 № 2500-к",xjis@yandex.ru,9246396484,бюджет,204,Отчислен,3
"Моисеев Григорий Дамирович","от 29.2.2016 № 2538-к",liaschoujyo@nextmail.ru,9271172709,бюджет,160,Зачислен,1
"Филатов Валерьян Леонидович","от 21.2.2017 № 2500-к",voohiubo@narod.ru,9600628462,бюджет,199,Зачислен,1
"Поляков Павел Васильевич","от 9.7.2017 № 2538-к",kushiabe@narod.ru,9312459605,бюджет,208,Отчислен,4
"Зыкова Татьяна Мартыновна","от 18.1.2016 № 2701-к",seekylee@infobiz.com,9182868537,бюджет,151,Переведён,3
"Александров Станислав Никитевич","от 21.8.2017 № 2701-к",pyuschujy@visto.com,9511762923,бюджет,205,Выпустился,5
"Казакова Наина Авдеевна","от 13.9.2017 № 2500-к",kuzye@newmail.ru,9854559484,бюджет,152,Зачислен,1
"Назарова Варвара Фёдоровна","от 9.1.2017 № 2701-к",queju@softhome.com,9656341009,внебюджет,183,Выпустился,5
"Никифорова Зоя Парфеньевна","от 7.5.2016 № 2500-к",ljozhoozye@google.com,9202171979,внебюджет,158,Отчислен,3
"Макаров Лаврентий Григорьевич","от 14.10.2017 № 2500-к",xyotyev@rambler.ru,9841758257,внебюджет,188,Отчислен,4
"Костина Элеонора Протасьевна","от 5.5.2016 № 2500-к",kaechoud@inbox.ru,9142994425,внебюджет,171,Выпустился,5
"Анисимова Акулина Демьяновна","от 20.6.2016 № 2701-к",chjepouthie@adelite.com,9378722866,бюджет,175,Выпустился,5
"Шубин Ким Ярославович","от 6.1.2016 № 2500-к",qujaxyapiuf@hob.ru,9210969864,внебюджет,244,Переведён,3
"Анисимов Эдуард Денисович","от 29.8.2016 № 2701-к",kyolounjud@netaddress.com,9325465340,внебюджет,213,Переведён,3
